1,10000,0.0315171861410141
2,20000,0.03461044809818268
3,30000,0.028741053581237793
4,40000,0.029263659334182738
5,50000,0.028891731548309325
6,60000,0.029175729322433473
7,70000,0.02905973107814789
8,80000,0.03148277552127838
9,90000,0.03243691787719727
1,10000,0.03289826099872589
2,20000,0.03345924768447876
3,30000,0.03349452087879181
4,40000,0.03344655110836029
5,50000,0.03369304919242859
6,60000,0.033204195833206177
7,70000,0.03338088891506195
8,80000,0.03318893513679504
9,90000,0.03311049962043762
10,100000,0.03641196115016937
11,110000,0.03345308799743652
12,120000,0.0329625941991806
13,130000,0.033007738137245175
14,140000,0.032855543208122256
15,150000,0.03285924651622772
16,160000,0.03307463216781616
17,170000,0.03314331514835358
18,180000,0.033297428059577944
19,190000,0.03326211392879486
20,200000,0.033243745231628416
1,10000,0.03702846319675446
2,20000,0.037367596125602726
3,30000,0.037326579928398135
4,40000,0.037389423131942746
5,50000,0.03733578188419342
6,60000,0.037408694767951965
7,70000,0.03735311324596405
8,80000,0.037269446301460264
9,90000,0.03728240399360657
10,100000,0.03723066942691803
11,110000,0.03728170418739319
12,120000,0.037137740635871885
13,130000,0.03712631216049194
14,140000,0.03730460438728333
15,150000,0.0374237717628479
16,160000,0.03727377529144287
17,170000,0.03724322328567505
18,180000,0.03709685337543488
19,190000,0.03709771358966828
20,200000,0.037151740026474
